Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Toyota,FJ,2011,No,,"155,840",," Left Rear Damage, Left Side Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360047/2011-toyota-fj-cruiser-4-0p-suv-5-station-wagon?referringPage=SearchResults
Toyota,Hiace,2015,No,,"387,903",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",2.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007360081/2015-toyota-hiace-zl-td-3-0d-4at-lv-5-van?referringPage=SearchResults
Mitsubishi,Outlander,2024,No,,,," Left Rear Damage, Right Front Damage, Airbags Deployed, Selling De-Registered","8spd CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360110/2024-mitsubishi-outlander-ls-2-5p-cvt-station-wagon?referringPage=SearchResults
Chrysler,300C,2008,Yes,,"152,640",, Selling Registered,"Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007340141/2008-chrysler-300c-sedan?referringPage=SearchResults
Toyota,Aqua,2014,Yes,,,," Left Front Damage, Right Front Damage, Right Rear Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007360191/2014-toyota-aqua-hybrid-hatch?referringPage=SearchResults
Isuzu,D-max,2016,Yes,,"229,953",," Left Rear Damage, Stolen & Recovered, Selling Registered","5spd Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007360242/2016-isuzu-d-max-ls-dc-3-0d-5at-ut-4-utility?referringPage=SearchResults
Triumph,Bonneville,2007,No,$0,"12,708",," Water Damage, Selling De-Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360297/2007-triumph-bonneville-america-900mk-motorcycle?referringPage=SearchResults
Nissan,Dualis,2008,No,$0,,," Selling De-Registered, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350384/2008-nissan-dualis-station-wagon?referringPage=SearchResults
Hyundai,Kona,2023,No,,"68,065",," Right Rear Damage, Dismantled - Interior, Selling De-Registered","Automatic,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007350417/2023-hyundai-kona-1-6-hybrid-1-6ph-station-wagon?referringPage=SearchResults
Toyota,Yaris Cross,2025,No,,,," Left Rear Damage, Left Side Damage, Right Rear Damage, Selling De-Registered","CVT,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007340520/2025-toyota-yaris-cross-limited-1-5ph-hd-station-wagon?referringPage=SearchResults
Subaru,Impreza,2005,No,$0,"230,550",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350557/2005-subaru-impreza-2-0-gx-hatch-auto-station-wagon?referringPage=SearchResults
Hyundai,Santa FE,2016,No,,"288,556",, Selling De-Registered,"6spd Automatic,",7.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007360581/2016-hyundai-santa-fe-dm-2-2d-elite-station-wagon?referringPage=SearchResults
Harley-Davidson,Dyna,1995,No,$0,,," Front Damage, Structural Damage, Selling De-Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360595/1995-harley-davidson-dyna-convertible-motorcycle?referringPage=SearchResults
Toyota,Camry,2012,No,$0,,," Right Front Damage, Right Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007320599/2012-toyota-camry-sedan?referringPage=SearchResults
Lexus,GS450H,2013,No,$0,,," Right Front Damage, Right Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007350628/2013-lexus-gs450h-sedan?referringPage=SearchResults
Nissan,Serena,2010,No,$0,"157,791",," Left Rear Damage, Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350746/2010-nissan-serena-station-wagon?referringPage=SearchResults
Toyota,Yaris,2019,No,$0,,," Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350772/2019-toyota-yaris-gx-1-3p-4at-hatch?referringPage=SearchResults
Suzuki,SX4,2006,No,$0,"126,504",," Left Rear Damage, Structural Damage, Selling De-Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350787/2006-suzuki-sx4-hatch?referringPage=SearchResults
Nissan,Leaf,2013,No,$0,"99,914",," Left Front Damage, Left Rear Damage, Left Side Damage, Structural Damage, Selling De-Registered","Automatic, Drive Type, Front Wheel Drive, Fuel Type, Electri",5.0,Electric,https://manheim.co.nz/damaged-vehicles/000000000007340781/2013-nissan-leaf-hatch?referringPage=SearchResults
Honda,fit,2014,No,$0,"72,955",," Front Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007350866/2014-honda-fit-hybrid-hatch?referringPage=SearchResults
LDV,V80,2022,No,,"127,448",," Front Damage, Left Side Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",3.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007330889/2022-ldv-v80-biggest-amt-2-5d-6a-window-van?referringPage=SearchResults
Mercedes-Benz,C200,2009,No,$0,"176,366",," Front Damage, Left Front Damage, Left Side Damage, Roof Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007331066/2009-mercedes-benz-c200-kompressor-station-wagon?referringPage=SearchResults
Ford,Kuga,2014,No,$0,"292,801",," Left Rear Damage, Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007331074/2014-ford-kuga-awd-2-0-diesel-auto-station-wagon?referringPage=SearchResults
Mazda,MAZDA3,2018,No,$0,,," Front Damage, Right Rear Damage, Right Side Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007341079/2018-mazda-mazda3-glx-2-0p-6at-hatch?referringPage=SearchResults
Mazda,CX-5,2014,No,$0,"218,408",," Left Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007341099/2014-mazda-cx-5-station-wagon?referringPage=SearchResults
Kia,Niro,2023,No,,"66,174",," Front Damage, Right Side Damage, Structural Damage, Suspension Damage, Selling De-Registered","Automatic, Drive Type, Front Wheel Drive, Fuel Type, Electri",5.0,Electric,https://manheim.co.nz/damaged-vehicles/000000000007351130/2023-kia-niro-ev-light-460-64kwh-station-wagon?referringPage=SearchResults
Mitsubishi,Colt,2005,No,$0,"241,133",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007351265/2005-mitsubishi-colt-hatch?referringPage=SearchResults
Hyundai,Santa FE,2013,Yes,,"204,189",, Selling Registered,"6spd Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007341315/2013-hyundai-santa-fe-dm-2-2d-7s-station-wagon?referringPage=SearchResults
Mitsubishi,L300,2008,No,$0,"325,841",," Left Side Damage, Structural Damage, Selling De-Registered","5spd Manual,",3.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007341389/2008-mitsubishi-l300-2-4p-swb-4-door-van?referringPage=SearchResults
ELDDIS,Whirlwind XL,2000,Yes,"$3,200",,0.0," Front Damage, Glass Broken, Hail Dmg, Roof Damage, Selling Registered",,,,https://manheim.co.nz/damaged-vehicles/000000000007341397/2000-elddis-whirlwind-xl-caravan?referringPage=SearchResults
Toyota,Hiace,2006,Yes,,"336,167",," Left Side Damage, Selling Registered","4spd Automatic,",3.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007361475/2006-toyota-hiace-van?referringPage=SearchResults
Ford,Focus,2011,No,$0,"53,511",," Right Rear Damage, Structural Damage, Suspension Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007351524/2011-ford-focus-2-0-sport-auto-hatc-hatch?referringPage=SearchResults
Ford,Transit,2023,No,,"11,826",," Front Damage, Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007361780/2023-ford-transit-custom-swb-sport-2--van?referringPage=SearchResults
Mazda,CX-5,2016,No,,"73,610",," Front Damage, Underbody Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007341966/2016-mazda-cx-5-ltd-2-5p-4wd-6at-sw-station-wagon?referringPage=SearchResults
Ford,Ranger,2024,No,,"25,133",," Left Rear Damage, Right Rear Damage, Right Side Damage, Airbags Deployed, Structural Damage, Selling De-Registered","10spd Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007351967/2024-ford-ranger-tremor-2-0d-4wd-10a-dual-cab-utility?referringPage=SearchResults
Subaru,XV,2013,No,$0,"150,135",," Left Rear Damage, Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007352094/2013-subaru-xv-hatch-2-0i-auto-station-wagon?referringPage=SearchResults
Nissan,Teana,2004,No,$0,,," Left Rear Damage, Rear Damage, Structural Damage, Selling De-Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007352178/2004-nissan-teana-sedan?referringPage=SearchResults
Dodge,Journey,2014,Yes,,"291,314",, Selling Registered,"6spd Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007352476/2014-dodge-journey-sxt-3-6p-6at-sw-5dr-station-wagon?referringPage=SearchResults
CIRCA,Naiad Aluminium Pontoon Cabin,1994,Yes,$0,,0.0," Hail Dmg, Selling Registered",,,,https://manheim.co.nz/damaged-vehicles/000000000007362498/1994-circa-naiad-aluminium-pontoon-cabin-boat?referringPage=SearchResults
Honda,Elysion,2005,No,$0,"143,014",, Selling De-Registered,"Automatic,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007352512/2005-honda-elysion-station-wagon?referringPage=SearchResults
Mercedes-Benz,C200,2005,No,$0,"110,383",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",4.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007352721/2005-mercedes-benz-c200-kompressor-hatch?referringPage=SearchResults
Hyundai,I45,2014,No,$0,"216,642",," Front Damage, Structural Damage, Selling De-Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007342794/2014-hyundai-i45-2-0-a6-sedan?referringPage=SearchResults
Toyota,Hilux,2019,No,,"52,444",," Right Side Damage, Structural Damage, Selling De-Registered","Manual,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007353037/2019-toyota-hilux-sr-td-dc-2-8d-4wd-dual-cab-utility?referringPage=SearchResults
Nissan,Note,2014,No,$0,"103,447",," Left Rear Damage, Rear Damage, Dismantled - Interior, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007353105/2014-nissan-note-hatch?referringPage=SearchResults
Mitsubishi,Outlander,2025,No,,"6,076",," Front Damage, Left Side Damage, Right Front Damage, Airbags Deployed, Selling De-Registered","8spd CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007363174/2025-mitsubishi-outlander-ls-2-5p-4wd-cvt-station-wagon?referringPage=SearchResults
Toyota,Aqua,2015,No,$0,"174,351",," Glass Broken, Left Rear Damage, Rear Damage, Right Front Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007353346/2015-toyota-aqua-hybrid-hatch?referringPage=SearchResults
Mitsubishi,ASX,2021,Yes,,,," Right Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007353460/2021-mitsubishi-asx-ls-2-0p-cvt-station-wagon?referringPage=SearchResults
Ford,Transit,2019,No,$0,,," Fire - Entire Vehicle, Structural Damage, Selling De-Registered","Automatic,",9.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007343460/2019-ford-transit-tourneo-trend-2-0d-van?referringPage=SearchResults
Dodge,Caliber,2008,No,$0,"101,524",," Left Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007353540/2008-dodge-caliber-sxt-hatch?referringPage=SearchResults
Renault,Clio,2003,No,$0,"134,228",," Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007343619/2003-renault-clio-1-4-5dr-a-p-hatch?referringPage=SearchResults
Yamaha,VX1800A-S,2017,No,$0,1,0.0," Structural Damage, Selling De-Registered",,2.0,,https://manheim.co.nz/damaged-vehicles/000000000007353663/2017-yamaha-vx1800a-s-jetski-on-trailer-jetski-on-trailer?referringPage=SearchResults
Honda,fit,2012,No,$0,"153,697",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007353757/2012-honda-fit-rs-hybrid-hatch?referringPage=SearchResults
Mitsubishi,L300,2007,No,$0,"300,715",," Left Side Damage, Structural Damage, Selling De-Registered",,3.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007353764/2007-mitsubishi-l300-2-4p-swb-4-door-van?referringPage=SearchResults
Volkswagen,Golf,2009,No,$0,"230,796",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007353767/2009-volkswagen-golf-gti-hatch?referringPage=SearchResults
Honda,CRV,2007,No,$0,"116,559",," Front Damage, Left Front Damage, Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007353769/2007-honda-crv-station-wagon?referringPage=SearchResults
Mazda,Bongo,2014,No,$0,"184,191",," Front Damage, Left Front Damage, Structural Damage, Selling De-Registered","5spd Manual,",2.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007353825/2014-mazda-bongo-van?referringPage=SearchResults
Jeep,Compass,2011,No,$0,"151,467",," Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007353992/2011-jeep-compass-station-wagon?referringPage=SearchResults
Ford,Ranger,2024,No,,,," Right Front Damage, Right Rear Damage, Airbags Deployed, Dismantled - Interior, Selling De-Registered","10spd Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007344017/2024-ford-ranger-xlt-double-cab-4wd-dual-cab-utility?referringPage=SearchResults
Toyota,Aqua,2014,No,$0,,," Front Damage, Ignition Damage, Left Front Damage, Left Rear Damage, Rear Damage, Right Front Damage, Right Rear Damage, Right Side Damage, Vandalised - Interior, Structural Damage, Stolen & Recovered, Selling De-Registered","Automatic,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007354064/2014-toyota-aqua-hatch?referringPage=SearchResults
Mazda,6,2009,No,$0,"278,695",," Front Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007354103/2009-mazda-6-gsx-wagon-station-wagon?referringPage=SearchResults
Toyota,Prado,2007,Yes,,"346,926",, Selling Registered,"Automatic,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007344147/2007-toyota-prado-landcruiser-tz-station-wagon?referringPage=SearchResults
Holden,Captiva,2012,Yes,$0,,," Stolen & Recovered, Selling Registered","Automatic,",7.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007354154/2012-holden-captiva-7-sx-2wd-dsl-at-station-wagon?referringPage=SearchResults
Toyota,Hilux,2010,No,,,," Rolled, Structural Damage, Selling De-Registered","Manual,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007354175/2010-toyota-hilux-3-0td-4wd-sr5-dc-5m-dual-cab-utility?referringPage=SearchResults
Honda,Jazz,2004,No,$0,"165,848",," Left Side Damage, Structural Damage, Selling De-Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007354246/2004-honda-jazz-1-3i-5d-cvt-hatch-hatch?referringPage=SearchResults
BMW,X1,2012,No,$0,,, Selling De-Registered,,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007354252/2012-bmw-x1-touring?referringPage=SearchResults
Nissan,X-trail,2011,Yes,$0,,, Selling Registered,,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007354258/2011-nissan-x-trail-station-wagon?referringPage=SearchResults
Ford,Focus,2019,No,$0,,," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007354303/2019-ford-focus-st-line-1-5p-8at-hatch?referringPage=SearchResults
