Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Nissan,Tiida,No,$500,"90,040",," Left Front Damage, Left Side Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390004/2006-nissan-tiida-hatch?referringPage=SearchResults
Nissan,Tiida,Yes,$0,N/A,," Glass Broken, Ignition Damage, Left Rear Damage, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390005/2005-nissan-tiida-hatch?referringPage=SearchResults
Toyota,Caldina,No,$650,"179,975",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390015/2005-toyota-caldina-station-wagon?referringPage=SearchResults
Toyota,Caldina,Yes,$800,N/A,," Ignition Damage, Left Rear Damage, Right Side Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390018/2004-toyota-caldina-station-wagon?referringPage=SearchResults
Toyota,Prius,No,$0,N/A,," Front Damage, Right Front Damage, Airbags Deployed, Underbody Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007390019/2016-toyota-prius-hatch?referringPage=SearchResults
Nissan,Leaf,No,$0,"86,540",," Right Side Damage, Structural Damage, Selling De-Registered","Automatic, Drive Type, Front Wheel Drive, Fuel Type, Electri",5,Electric,https://manheim.co.nz/damaged-vehicles/000000000007390036/2016-nissan-leaf-hatch?referringPage=SearchResults
Suzuki,GSX-R600,No,$0,N/A,," Structural Damage, Selling De-Registered","Automatic,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380031/2015-suzuki-gsx-r600-motorcycle?referringPage=SearchResults
Honda,fit,No,$0,"111,927",," Right Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380042/2007-honda-fit-hatch?referringPage=SearchResults
Suzuki,SX4,No,$500,N/A,," Front Damage, Left Front Damage, Right Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380044/2007-suzuki-sx4-hatch?referringPage=SearchResults
Ford,Falcon,No,$900,"220,558",," Front Damage, Left Front Damage, Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380046/2012-ford-falcon-fg2-xr6-sedan-a-sedan?referringPage=SearchResults
Mazda,Atenza,No,$300,"244,615",," Left Front Damage, Right Rear Damage, Structural Damage, Selling De-Registered","5spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390045/2005-mazda-atenza-hatch?referringPage=SearchResults
Ford,Focus,No,$500,"163,178",," Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380050/2007-ford-focus-2-0-a-hatch-hatch?referringPage=SearchResults
Toyota,Markx,Yes,$600,N/A,," Front Damage, Ignition Damage, Left Rear Damage, Rear Damage, Right Rear Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390066/2005-toyota-markx-250g-sedan?referringPage=SearchResults
Mazda,Atenza,No,$0,"149,215",," Water Damage, Selling De-Registered","5spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390071/2010-mazda-atenza-sedan?referringPage=SearchResults
Toyota,Wish,No,"$1,300","158,868",," Water Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390074/2007-toyota-wish-station-wagon?referringPage=SearchResults
Nissan,Dualis,No,$650,N/A,," Front Damage, Rear Damage, Underbody Damage, Structural Damage, Selling De-Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007370072/2007-nissan-dualis-station-wagon?referringPage=SearchResults
Toyota,Crown,No,$0,N/A,," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390083/2005-toyota-crown-majesta-sedan?referringPage=SearchResults
Toyota,Echo,No,$600,"177,204",," Left Front Damage, Left Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390084/2004-toyota-echo-1-3p-hatch5-4a-hatch?referringPage=SearchResults
Nissan,Qashqai,No,$900,N/A,," Front Damage, Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390088/2016-nissan-qashqai-st-l-2-0p-cvt-hatch?referringPage=SearchResults
Toyota,Funcargo,No,$0,N/A,," Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390095/2003-toyota-funcargo-station-wagon?referringPage=SearchResults
Holden,Equinox,Yes,"$2,300","220,826",," Right Front Damage, Right Side Damage, Suspension Damage, Selling Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390102/2017-holden-equinox-ltz-2-0p-4wd-9at-2--station-wagon?referringPage=SearchResults
Nissan,X-trail,No,$600,"193,249",," Right Front Damage, Underbody Damage, Structural Damage, Suspension Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390113/2009-nissan-x-trail-station-wagon?referringPage=SearchResults
Suzuki,SX4,No,$400,"241,654",," Left Front Damage, Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390149/2007-suzuki-sx4-hatch?referringPage=SearchResults
Honda,Crossroad,Yes,"$1,150","163,731",," Left Front Damage, Right Side Damage, Selling Registered",N/A,7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390160/2007-honda-crossroad-station-wagon?referringPage=SearchResults
Nissan,Note,No,N/A,"163,028",," Airbags Deployed, Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007390175/2018-nissan-note-e-power-hatch?referringPage=SearchResults
Mitsubishi,L200,No,$0,N/A,," Fire - Entire Vehicle, Structural Damage, Stolen & Recovered, Selling De-Registered","Automatic,",3,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007390187/1998-mitsubishi-l200-2wd-2-8d-s-cab-m-x-cab-utility?referringPage=SearchResults
Mitsubishi,Triton,No,$450,N/A,," Airbags Deployed, Chassis Damage, Front Damage, Roof Damage, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007390199/2005-mitsubishi-triton-dual-cab-utility?referringPage=SearchResults
Toyota,Hilux,No,$0,"299,306",," Rolled, Structural Damage, Selling De-Registered",N/A,5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007390203/1996-toyota-hilux-surf-station-wagon?referringPage=SearchResults
