Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Honda,Edix,2005,Yes,$0,"173,840",1.0," Left Rear Damage, Impact Heavy - Rear, Impact Medium - Left Side, Impact Light - Front, Selling Registered","3spd Automatic,",6.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820033/2005-honda-edix-station-wagon?referringPage=SearchResults
Subaru,Forester,2009,No,$0,"120,640",1.0," Right Rear Damage, Impact Heavy - Rear, Impact Heavy - Right Side, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820039/2009-subaru-forester-station-wagon?referringPage=SearchResults
Lexus,IS250,2008,No,$0,"117,619",1.0," Left Front Damage, Left Rear Damage, Left Side Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820040/2008-lexus-is250-sedan?referringPage=SearchResults
Nissan,Teana,2006,No,$750,,2.0," Front Damage, Right Side Damage, Impact Heavy - Front, Selling De-Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820078/2006-nissan-teana-sedan?referringPage=SearchResults
Mazda,Demio,2008,No,$500,"136,283",1.0," Front Damage, Impact Heavy - Front, Selling De-Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820095/2008-mazda-demio-hatch?referringPage=SearchResults
Subaru,XV,2018,No,,"55,547",1.0," Left Rear Damage, Left Side Damage, Right Rear Damage, Impact Medium - Right Side, Selling De-Registered","7spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820108/2018-subaru-xv-premium-2-0p-4wd-7a-station-wagon?referringPage=SearchResults
Toyota,Prius,2014,No,$0,"143,300",1.0," Rear Damage, Impact Heavy - Rear, Impact Heavy - Right Side, Selling De-Registered","Automatic,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000006820115/2014-toyota-prius-alpha-station-wagon?referringPage=SearchResults
BMW,X3,2011,No,,,0.0," Front Damage, Rear Damage, Impact Heavy - Rear, Impact Medium - Front, Selling De-Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820120/2011-bmw-x3-touring?referringPage=SearchResults
Nissan,Pulsar,1998,No,$0,"216,594",1.0," Left Front Damage, Left Side Damage, Impact Heavy - Front, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820133/1998-nissan-pulsar-cj1-20th-sedan?referringPage=SearchResults
Mazda,Axela,2008,No,$0,,1.0," Left Side Damage, Roof Damage, Impact Heavy - Left Side, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820140/2008-mazda-axela-hatch?referringPage=SearchResults
Ford,Territory,2005,No,$0,"163,453",1.0, Selling De-Registered,"5spd Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820146/2005-ford-territory-ghia-awd-station-wagon?referringPage=SearchResults
Honda,Stream,2001,Yes,$0,,1.0," Right Front Damage, Impact Heavy - Right Side, Selling Registered",,7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820148/2001-honda-stream-station-wagon?referringPage=SearchResults
Nissan,Atlas,1995,No,$0,,2.0," Front Damage, Impact Heavy - Front, Impact Heavy - Roof, Impact Heavy - Left Side, Selling De-Registered","Manual H/L,",3.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006780144/1995-nissan-atlas-flat-deck?referringPage=SearchResults
Toyota,Landcruiser,2012,No,,"206,068",0.0," Engine Damage, Left Front Damage, Selling De-Registered","5spd Manual,",3.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006820156/2012-toyota-landcruiser-4-5td-4wd-c-c-5m-cab-chassis?referringPage=SearchResults
Nissan,Maxima,2010,No,"$1,100",,0.0," Front Damage, Impact Heavy - Front, Selling De-Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006810272/2010-nissan-maxima-250l-sedan?referringPage=SearchResults
PATCHELL,3SH,2003,Yes,,,, Selling Registered,,,,https://manheim.co.nz/damaged-vehicles/000000000006620287/2003-patchell-3sh-mfea-log-trailer?referringPage=SearchResults
Toyota,Corolla,2005,No,$0,"189,274",1.0," Front Damage, Impact Heavy - Front, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820292/2005-toyota-corolla-fielder-station-wagon?referringPage=SearchResults
Toyota,Vellfire,2009,No,,"73,631",1.0," Front Damage, Impact Heavy - Front, Impact Heavy - Right Side, Selling De-Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820293/2009-toyota-vellfire-station-wagon?referringPage=SearchResults
Honda,Crossroad,2007,No,$450,,0.0," Front Damage, Impact Medium - Front, Selling De-Registered","5spd Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820298/2007-honda-crossroad-station-wagon?referringPage=SearchResults
