Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Subaru,Forester,No,$0,N/A,," Fire - Entire Vehicle, Structural Damage, Stolen & Recovered, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360033/2010-subaru-forester-station-wagon?referringPage=SearchResults
Audi,A5,No,$0,"85,340",," Right Side Damage, Structural Damage, Selling De-Registered",N/A,4,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007340039/2010-audi-a5-quattro-cabriolet?referringPage=SearchResults
Toyota,Wish,No,$0,"193,140",," Left Front Damage, Left Rear Damage, Right Front Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360052/2005-toyota-wish-station-wagon?referringPage=SearchResults
Mitsubishi,Outlander,No,$0,"116,260",," Front Damage, Left Front Damage, Right Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007360063/2013-mitsubishi-outlander-phev-station-wagon?referringPage=SearchResults
Mazda,CX-5,No,N/A,N/A,," Dismantled - Engine, Selling De-Registered","6spd Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007330085/2016-mazda-cx-5-gsx-dsl-2-2d-4wd-6a-station-wagon?referringPage=SearchResults
Mitsubishi,Galant,No,$0,"135,691",," Front Damage, Glass Broken, Left Front Damage, Structural Damage, Selling De-Registered","5spd Manual,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360106/2006-mitsubishi-galant-2-0-sedan-m-sedan?referringPage=SearchResults
Kia,Cerato,No,$0,"121,096",," Left Rear Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360108/2012-kia-cerato-2-0-petrol-auto-lx-hatch?referringPage=SearchResults
Mitsubishi,Outlander,No,N/A,N/A,," Left Rear Damage, Right Front Damage, Airbags Deployed, Selling De-Registered","8spd CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360110/2024-mitsubishi-outlander-ls-2-5p-cvt-station-wagon?referringPage=SearchResults
Honda,Odyssey,Yes,N/A,"116,856",, Selling Registered,"7spd Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007370114/2016-honda-odyssey-absolute-station-wagon?referringPage=SearchResults
Toyota,Auris,No,$0,"123,481",," Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360122/2009-toyota-auris-hatch?referringPage=SearchResults
Toyota,Prius,No,N/A,N/A,," Front Damage, Left Front Damage, Structural Damage, Selling De-Registered","Automatic,",4,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007360125/2016-toyota-prius-hatch?referringPage=SearchResults
Volkswagen,Touareg,Yes,$0,"280,495",," Front Damage, Left Front Damage, Suspension Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360139/2008-volkswagen-touareg-station-wagon?referringPage=SearchResults
Chrysler,300C,Yes,$0,"152,640",, Selling Registered,"Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007340141/2008-chrysler-300c-sedan?referringPage=SearchResults
Skoda,Kodiaq,No,N/A,"86,684",," Airbags Deployed, Left Side Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360177/2022-skoda-kodiaq-ambition-tsi-110kw-station-wagon?referringPage=SearchResults
TRAILER,Gibbons,No,$0,N/A,0," Rolled, Suspension Damage, Selling De-Registered",N/A,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000007360197/2015-trailer-gibbons-trailer?referringPage=SearchResults
Toyota,Corolla,Yes,$0,"265,150",," Front Damage, Left Front Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360205/2005-toyota-corolla-runx-hatch?referringPage=SearchResults
Nissan,March,Yes,$0,"159,944",," Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360226/2008-nissan-march-hatch?referringPage=SearchResults
Toyota,Camry,No,N/A,"172,414",," Engine Damage, Left Front Damage, Left Side Damage, Right Front Damage, Right Side Damage, Structural Damage, Under Body Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360241/2016-toyota-camry-gl-2-5p-6at-sl-4dr--sedan?referringPage=SearchResults
Nissan,AD,No,$0,"214,212",," Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360246/2007-nissan-ad-expert-station-wagon?referringPage=SearchResults
Toyota,Ractis,No,$0,"243,343",," Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360249/2012-toyota-ractis-hatch?referringPage=SearchResults
Mitsubishi,L300,No,$0,"313,401",," Stolen & Recovered, Selling De-Registered","5spd Manual,",3,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350340/2010-mitsubishi-l300-2-4p-swb-4-door-van?referringPage=SearchResults
Toyota,Wish,No,$0,"170,000",," Rolled, Structural Damage, Selling De-Registered",N/A,7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007330473/2005-toyota-wish-station-wagon?referringPage=SearchResults
Audi,Q2,Yes,N/A,"149,289",," Front Damage, Right Side Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350576/2017-audi-q2-tfsi-110-kw-1-4pt-s-station-wagon?referringPage=SearchResults
Mazda,Demio,No,$0,"128,251",," Left Front Damage, Rear Damage, Right Front Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360570/2007-mazda-demio-station-wagon?referringPage=SearchResults
Nissan,Maxima,No,$0,"211,467",," Left Front Damage, Left Rear Damage, Right Front Damage, Right Rear Damage, Structural Damage, Selling De-Registered","5spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350586/2004-nissan-maxima-ti-lthr-3-5-auto-sedan?referringPage=SearchResults
Mitsubishi,GTO,Yes,$0,"226,855",," Hail Dmg, Selling Registered","Automatic,",4,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350615/1991-mitsubishi-gto-hatch?referringPage=SearchResults
Holden,Acadia,No,N/A,N/A,," Left Front Damage, Right Front Damage, Right Side Damage, Airbags Deployed, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350782/2019-holden-acadia-lt-3-6p-9at-station-wagon?referringPage=SearchResults
Mercedes-Benz,Sprinter,No,N/A,"59,067",," Left Rear Damage, Left Side Damage, Rear Damage, Right Front Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",4,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007340789/2016-mercedes-benz-sprinter-313-cdi-3250-c-mb-high-roof-van?referringPage=SearchResults
Suzuki,Swift,No,$0,"99,888",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350797/2008-suzuki-swift-hatch?referringPage=SearchResults
Skoda,Kodiaq,No,N/A,"55,774",," Interior Damage, Selling De-Registered","Automatic,",7,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007350934/2022-skoda-kodiaq-sportline-tdi-147kw-station-wagon?referringPage=SearchResults
Nissan,Lafesta,No,$0,"128,215",," Front Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007350990/2012-nissan-lafesta-station-wagon?referringPage=SearchResults
Hyundai,Santa FE,Yes,N/A,"204,189",, Selling Registered,"6spd Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007341315/2013-hyundai-santa-fe-dm-2-2d-7s-station-wagon?referringPage=SearchResults
Toyota,Aqua,No,$0,"83,663",," Left Front Damage, Left Rear Damage, Rear Damage, Roof Damage, Right Front Damage, Right Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007351346/2014-toyota-aqua-hatch?referringPage=SearchResults
Ford,Fiesta,Yes,$0,"77,633",," Left Front Damage, Right Front Damage, Suspension Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007311451/2014-ford-fiesta-hatch?referringPage=SearchResults
Toyota,Hiace,Yes,N/A,"336,167",," Left Side Damage, Selling Registered","4spd Automatic,",3,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007361475/2006-toyota-hiace-van?referringPage=SearchResults
Nissan,Note,No,$0,"76,441",," Front Damage, Structural Damage, Selling De-Registered",N/A,5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007331525/2020-nissan-note-hatch?referringPage=SearchResults
Mazda,MAZDA3,No,N/A,"10,065",, Selling De-Registered,"6spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007361582/2025-mazda-mazda3-gsx-2-0p-6at-hatch?referringPage=SearchResults
Nissan,Note,No,$0,"34,054",," Airbags Deployed, Front Damage, Left Front Damage, Right Front Damage, Structural Damage, Selling De-Registered",N/A,5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007331658/2018-nissan-note-e-power-hatch?referringPage=SearchResults
Hyundai,ix35,Yes,N/A,N/A,," Left Front Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007351757/2013-hyundai-ix35-2-4-elite-a6-station-wagon?referringPage=SearchResults
Ford,Transit,No,N/A,"11,826",," Front Damage, Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007361780/2023-ford-transit-custom-swb-sport-2--van?referringPage=SearchResults
Ford,Ranger,No,N/A,"283,796",," Front Damage, Glass Broken, Right Side Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007361789/2016-ford-ranger-wildtrak-3-2d-4wd-dual-cab-utility?referringPage=SearchResults
Toyota,Camry,No,$0,"412,956",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007351801/2012-toyota-camry-hybrid-sedan?referringPage=SearchResults
Subaru,Impreza,No,$0,N/A,," Fire - Entire Vehicle, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007331872/1996-subaru-impreza-station-wagon?referringPage=SearchResults
Mazda,CX-30,No,$0,"142,466",," Front Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007351896/2020-mazda-cx-30-hatch?referringPage=SearchResults
Mazda,MAZDA3,Yes,N/A,"230,638",," Left Front Damage, Left Side Damage, Right Front Damage, Selling Registered","5spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007361964/2013-mazda-mazda3-hatch-glx-2-0-5at-hatch?referringPage=SearchResults
Toyota,86,Yes,N/A,"78,693",," Dismantled - Engine, Selling Registered","6spd Automatic,",4,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007362156/2013-toyota-86-coup%C3%A9?referringPage=SearchResults
Nissan,Dualis,No,$0,N/A,," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007332179/2007-nissan-dualis-hatch?referringPage=SearchResults
Subaru,Forester,No,$0,"170,214",," Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007352180/2008-subaru-forester-station-wagon?referringPage=SearchResults
Toyota,Yaris,No,$0,"40,606",," Front Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007362201/2020-toyota-yaris-hatch?referringPage=SearchResults
Toyota,Aqua,No,$0,N/A,," Front Damage, Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007362202/2015-toyota-aqua-hatch?referringPage=SearchResults
Mazda,BT-50,No,N/A,"75,256",," Water Damage, Selling De-Registered","6spd Manual,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007362231/2016-mazda-bt-50-glx-d-c-w-s-3-2d-6m-dual-cab-utility?referringPage=SearchResults
Ford,Mondeo,No,$0,"187,425",," Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007352256/2016-ford-mondeo-ambiente-5dr-petrol-hatch?referringPage=SearchResults
Honda,fit,No,$0,N/A,," Left Front Damage, Left Rear Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007352339/2001-honda-fit-hatch?referringPage=SearchResults
Toyota,Corolla,No,$0,"136,185",," Chassis Damage, Right Front Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007352355/2006-toyota-corolla-runx-hatch?referringPage=SearchResults
Holden,Astra,No,$0,"210,248",," Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007362352/2008-holden-astra-my8-5-cd-hatch-auto-hatch?referringPage=SearchResults
BMW,X1 SDRIVE18D,No,$0,N/A,," Left Front Damage, Structural Damage, Selling De-Registered",N/A,5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007352477/2014-bmw-x1-sdrive18d-sav-8a-5dr-2-0l-touring?referringPage=SearchResults
Suzuki,Vitara,No,$0,"133,407",," Front Damage, Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007342494/2018-suzuki-vitara-jlxfa-1-6p-6at-sw-5-station-wagon?referringPage=SearchResults
Audi,Q7,No,N/A,"51,839",," Underbody Damage, Suspension Damage, Selling De-Registered","8spd Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007362497/2023-audi-q7-sq7-tfsi-4-0pt-4wd-station-wagon?referringPage=SearchResults
CIRCA,Naiad Aluminium Pontoon Cabin,Yes,"$4,800",N/A,0," Hail Dmg, Selling Registered",N/A,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000007362498/1994-circa-naiad-aluminium-pontoon-cabin-boat?referringPage=SearchResults
Suzuki,Swift,No,$0,N/A,," Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007362521/2011-suzuki-swift-ltd-1-4-5dr-hatch?referringPage=SearchResults
Toyota,Corolla,No,$0,"280,452",," Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007362522/2005-toyota-corolla-1-8p-gl-sedan-4a-sedan?referringPage=SearchResults
Holden,VX Commodore,No,$0,"304,095",," Airbags Deployed, Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007362523/2001-holden-vx-commodore-3-8-acclaim-sedan-a-sedan?referringPage=SearchResults
Volkswagen,Golf,No,$0,"115,036",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007362525/2008-volkswagen-golf-hatch?referringPage=SearchResults
