Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Audi,A5,No,"$1,300","85,340",," Right Side Damage, Structural Damage, Selling De-Registered",N/A,4,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007340039/2010-audi-a5-quattro-cabriolet?referringPage=SearchResults
Mazda,CX-9,No,N/A,"88,341",," Right Front Damage, Structural Damage, Selling De-Registered",N/A,7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380045/2023-mazda-cx-9-ltd-2-5pt-4wd-6at-station-wagon?referringPage=SearchResults
Toyota,RAV4,No,"$2,550","219,443",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360040/2014-toyota-rav4-gxl-2-0p-suv-cvt-station-wagon?referringPage=SearchResults
Mitsubishi,Outlander,No,$800,"116,260",," Front Damage, Left Front Damage, Right Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007360063/2013-mitsubishi-outlander-phev-station-wagon?referringPage=SearchResults
Holden,Captiva,Yes,$700,"225,878",, Selling Registered,"Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360069/2011-holden-captiva-7-lx-awd-v6-at-station-wagon?referringPage=SearchResults
Suzuki,Solio,Yes,"$17,500","11,660",, Selling Registered,"Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007370071/2012-suzuki-solio-hatch?referringPage=SearchResults
Nissan,Dualis,No,"$1,300",N/A,," Front Damage, Rear Damage, Underbody Damage, Structural Damage, Selling De-Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007370072/2007-nissan-dualis-station-wagon?referringPage=SearchResults
Mazda,Premacy,Yes,$750,"188,592",, Selling Registered,"Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007370073/2005-mazda-premacy-station-wagon?referringPage=SearchResults
Nissan,Tiida,Yes,"$1,550","102,173",, Selling Registered,"Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007370075/2008-nissan-tiida-hatch?referringPage=SearchResults
Nissan,Dualis,Yes,$800,"121,859",, Selling Registered,"CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007370076/2008-nissan-dualis-station-wagon?referringPage=SearchResults
BMW,325i,Yes,"$1,300","126,415",, Selling Registered,"5spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007370077/2009-bmw-325i-sedan?referringPage=SearchResults
Mitsubishi,Galant,No,$200,"135,691",," Front Damage, Glass Broken, Left Front Damage, Structural Damage, Selling De-Registered","5spd Manual,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360106/2006-mitsubishi-galant-2-0-sedan-m-sedan?referringPage=SearchResults
Chrysler,300C,No,$800,"152,640",, Selling De-Registered,"Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007340141/2008-chrysler-300c-sedan?referringPage=SearchResults
Nissan,Skyline,No,$750,N/A,," Vandalised - Entire Vehicle, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007340181/2011-nissan-skyline-250gt-sedan?referringPage=SearchResults
Lexus,IS250,No,$700,N/A,, Selling De-Registered,"6spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007360195/2008-lexus-is250-cabriolet?referringPage=SearchResults
Mitsubishi,Delica,Yes,"$1,300","233,603",," Dismantled - Engine, Selling Registered","Automatic,",8,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380244/2007-mitsubishi-delica-station-wagon?referringPage=SearchResults
BYD,Atto 3,No,"$2,300","45,307",," Front Damage, Structural Damage, Selling De-Registered","Automatic, Drive Type, Front Wheel Drive, Fuel Type, Electri",5,Electric,https://manheim.co.nz/damaged-vehicles/000000000007370273/2023-byd-atto-3-standard-range-50kw-station-wagon?referringPage=SearchResults
