Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Holden,Captiva,2008,Yes,$0,"180,720",," Hail Dmg, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320001/2008-holden-captiva-maxx-3-2l-v6-auto-station-wagon?referringPage=SearchResults
Mazda,MPV,2006,Yes,$0,,," Front Damage, Stolen & Recovered, Selling Registered","Automatic,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320018/2006-mazda-mpv-station-wagon?referringPage=SearchResults
Ford,Ranger,2011,No,,,," Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Manual,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007320023/2011-ford-ranger-3-2td-xlt-dc-w-s-4x-utility?referringPage=SearchResults
Mitsubishi,Triton,2016,No,,"204,721",," Left Side Damage, Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","5spd Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007320025/2016-mitsubishi-triton-d-cab-glxr-2-4d-5at-utility?referringPage=SearchResults
Suzuki,Swift,2016,No,$0,"84,021",," Front Damage, Rear Damage, Structural Damage, Selling De-Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320027/2016-suzuki-swift-glab-1-4p-4at-ha-5d-hatch?referringPage=SearchResults
Mazda,Axela,2004,No,$0,"208,883",," Left Rear Damage, Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320028/2004-mazda-axela-sport-hatch?referringPage=SearchResults
Honda,fit,2004,No,$0,"133,000",," Left Side Damage, Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320031/2004-honda-fit-hatch?referringPage=SearchResults
Mazda,CX-5,2015,No,,,," Front Damage, Left Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007320037/2015-mazda-cx-5-gsx-dsl-2-2d-4wd-6a-station-wagon?referringPage=SearchResults
Mazda,CX-5,2015,No,,,," Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320039/2015-mazda-cx-5-gsxptr-2-0p-6at-sw--station-wagon?referringPage=SearchResults
Honda,fit,2012,No,$0,,," Airbags Deployed, Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320040/2012-honda-fit-shuttle-station-wagon?referringPage=SearchResults
BMW,328i,2013,Yes,,"78,894",," Left Front Damage, Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320042/2013-bmw-328i-sedan-4dr-8a-2-0l-sedan?referringPage=SearchResults
Mazda,Axela,2011,No,$0,"270,205",," Right Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320072/2011-mazda-axela-sedan?referringPage=SearchResults
Toyota,Highlander,2008,No,,,," Left Front Damage, Left Side Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320086/2008-toyota-highlander-3-5p-2wd-wagon5-5a-station-wagon?referringPage=SearchResults
Toyota,Aqua,2018,No,,"151,000",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007320098/2018-toyota-aqua-hybrid-hatch?referringPage=SearchResults
Mazda,CX-5,2019,No,,,," Right Rear Damage, Right Side Damage, Structural Damage, Suspension Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320105/2019-mazda-cx-5-ltd-ptr-2-5p-4wd-6a-station-wagon?referringPage=SearchResults
Ford,Ranger,2023,No,,,," Rolled, Dismantled - Entire Vehicle, Structural Damage, Selling De-Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007300124/2023-ford-ranger-xlt-double-cab-w-sa-utility?referringPage=SearchResults
Nissan,Leaf,2015,Yes,$0,"112,964",," Hail Dmg, Selling Registered","Automatic, Drive Type, Front Wheel Drive, Fuel Type, Electri",5.0,Electric,https://manheim.co.nz/damaged-vehicles/000000000007320135/2015-nissan-leaf-hatch?referringPage=SearchResults
Subaru,Forester,2006,Yes,$0,"219,562",," Ignition Damage, Rear Damage, Right Front Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320145/2006-subaru-forester-station-wagon?referringPage=SearchResults
Volkswagen,Golf,2014,No,$0,"132,601",," Left Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320158/2014-volkswagen-golf-tsi-highline-7dsg-hatch?referringPage=SearchResults
Yamaha,MT10ASP,2023,No,$0,,," Structural Damage, Selling De-Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007310169/2023-yamaha-mt10asp-p-motorcycle?referringPage=SearchResults
Mazda,Demio,2015,No,$0,"187,835",," Left Side Damage, Roof Damage, Right Front Damage, Rolled, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320187/2015-mazda-demio-hatch?referringPage=SearchResults
BMW,116i,2012,No,$0,"116,118",," Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320196/2012-bmw-116i-hatch?referringPage=SearchResults
Citroen,C4,2008,No,$0,,," Rear Damage, Right Front Damage, Right Side Damage, Structural Damage, Under Body Damage, Selling De-Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007320208/2008-citroen-c4-hatch?referringPage=SearchResults
Toyota,RAV4,2009,No,$0,,," Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320212/2009-toyota-rav4-2-4-4wd-ltd-wagon-4-station-wagon?referringPage=SearchResults
Aprilia,RS 457,2025,No,$0,390,," Structural Damage, Suspension Damage, Selling De-Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320217/2025-aprilia-rs-457-multi-purpose-vehicle?referringPage=SearchResults
Honda,Jazz,2021,No,,"25,099",," Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007320224/2021-honda-jazz-crosstar-hatch?referringPage=SearchResults
Mitsubishi,Delica,1996,No,$0,,," Left Front Damage, Right Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",8.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007320228/1996-mitsubishi-delica-spacegear-station-wagon?referringPage=SearchResults
Volkswagen,Golf,2007,No,$0,,," Left Front Damage, Left Side Damage, Structural Damage, Suspension Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007310232/2007-volkswagen-golf-gti-hatch?referringPage=SearchResults
