Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
BMW,118i,2005,Yes,$0,"203,406",," Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240242/2005-bmw-118i-118i-5-door-a-e87-sedan?referringPage=SearchResults
Toyota,Yaris,2006,No,$650,"191,869",," Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007250327/2006-toyota-yaris-1-3p-hatch3-5m-hatch?referringPage=SearchResults
Nissan,Qashqai,2016,No,,,," Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240348/2016-nissan-qashqai-ti-2-0p-cvt-hatch?referringPage=SearchResults
Toyota,Aqua,2014,No,$950,"228,608",," Left Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered",,5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007250372/2014-toyota-aqua-hybrid-hatch?referringPage=SearchResults
Mazda,CX-5,2012,No,$650,,," Water Damage, Selling De-Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007250399/2012-mazda-cx-5-station-wagon?referringPage=SearchResults
BMW,320i,2007,No,$500,"164,907",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007250617/2007-bmw-320i-sedan?referringPage=SearchResults
Toyota,Cynos,1996,No,$500,"190,751",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",4.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240673/1996-toyota-cynos-sedan?referringPage=SearchResults
Hyundai,Santa FE,2021,Yes,$0,,," Not Driveable, No Keys, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007250683/2021-hyundai-santa-fe-tm-2-5p-4wd-6at-station-wagon?referringPage=SearchResults
CARAVAN,Springdale,2005,No,"$4,050",,0.0," Interior Damage, Left Rear Damage, Left Side Damage, Water Damage, Selling De-Registered",,,,https://manheim.co.nz/damaged-vehicles/000000000007250718/2005-caravan-springdale-caravan?referringPage=SearchResults
Toyota,Hiace,2003,No,,"320,331",," Left Side Damage, Structural Damage, Selling De-Registered","5spd Manual,",3.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240773/2003-toyota-hiace-2-4p-zl-van-5m-van?referringPage=SearchResults
Nissan,Murano,2008,No,"$1,150","226,153",," Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007251033/2008-nissan-murano-3-5-v6-4wd-ti-station-wagon?referringPage=SearchResults
Toyota,RAV4,2005,No,$850,"73,866",," Left Front Damage, Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007251037/2005-toyota-rav4-2-4p-wagon5-4a-station-wagon?referringPage=SearchResults
Mitsubishi,Triton,2017,Yes,$0,,," Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007251283/2017-mitsubishi-triton-d-cab-glxr-2-4d-6mt-utility?referringPage=SearchResults
BAILEY,Ranger,2005,No,"$2,950",,0.0," Interior Damage, Structural Damage, Water Damage, Selling De-Registered",,,,https://manheim.co.nz/damaged-vehicles/000000000007251300/2005-bailey-ranger-caravan?referringPage=SearchResults
LDV,G10,2025,No,,"11,390",," Front Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",2.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007221305/2025-ldv-g10-cargo-diesel-auto-2-van?referringPage=SearchResults
