Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Suzuki,GSR,2007,No,$200,,1.0," Left Side Damage, Impact Heavy - Right Side, Selling De-Registered",,,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006840126/2007-suzuki-gsr-600k7-motorcycle?referringPage=SearchResults
Ford,Laser,1990,No,$150,"164,824",1.0," Left Front Damage, Impact Medium - Left Side, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006840163/1990-ford-laser-hatch?referringPage=SearchResults
MIRAGE,480 Hyperactive,1993,No,"$2,400",,0.0, Selling De-Registered,,,,https://manheim.co.nz/damaged-vehicles/000000000006790178/1993-mirage-480-hyperactive-trailer--boat-?referringPage=SearchResults
Mitsubishi,Express,1995,No,$500,"326,600",1.0," Left Front Damage, Impact Heavy - Front, Selling De-Registered","Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006840324/1995-mitsubishi-express-station-wagon?referringPage=SearchResults
Mitsubishi,Chariot,2004,No,$100,,0.0," Left Side Damage, Malicious/Vandalised, Selling De-Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006830338/2004-mitsubishi-chariot-station-wagon?referringPage=SearchResults
Subaru,Impreza,2014,No,$400,,0.0," Front Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006830378/2014-subaru-impreza-hatch?referringPage=SearchResults
Hino,Ranger KC-FD2J-DBD,1995,No,$0,,0.0," Burnt 100%, Fire Damage, Selling De-Registered","Manual, Fuel Type, Diese",,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006840458/1995-hino-ranger-kc-fd2j-dbd-truck?referringPage=SearchResults
Nissan,Tiida,2006,No,$200,"276,289",0.0," Front Damage, No Keys, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820470/2006-nissan-tiida-latio-sedan?referringPage=SearchResults
Komatsu,WA100 Wheel Loader,1997,No,$0,,0.0," Burnt 100%, Fire Damage, Selling De-Registered",,,,https://manheim.co.nz/damaged-vehicles/000000000006840490/1997-komatsu-wa100-wheel-loader-loader?referringPage=SearchResults
Nissan,Tiida,2005,No,$200,"159,538",0.0," Chassis Damage, Has Key, Impact Heavy - Front, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006830503/2005-nissan-tiida-hatch?referringPage=SearchResults
HOIST,6.3 Tonne,2023,No,"$4,000",,0.0," Water Damage, Selling De-Registered",,,,https://manheim.co.nz/damaged-vehicles/000000000006790524/2023-hoist-6-3-tonne-hoist-rotary?referringPage=SearchResults
Toyota,Harrier,2003,No,$300,,0.0," Engine Damage, Fire Damage, Fire Damage Internal, Glass Broken, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006830654/2003-toyota-harrier-station-wagon?referringPage=SearchResults
Volkswagen,Golf,2007,No,$300,"168,403",0.0," Left Rear Damage, Rear Damage, Water Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006830658/2007-volkswagen-golf-hatch?referringPage=SearchResults
Honda,Accord,2008,No,$400,"98,200",1.0," Front Damage, Impact Heavy - Front, Impact Light - Rear, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006840736/2008-honda-accord-sedan?referringPage=SearchResults
Great Wall,GWM Cannon,2022,No,,"71,435",, Selling De-Registered,"8spd Tiptronic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006800736/2022-great-wall-gwm-cannon-luxury-4x4-2-0dt-4w-4d-dual-cab-utility?referringPage=SearchResults
Ford,Laser,2000,No,$200,"235,518",1.0," Rear Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006800742/2000-ford-laser-1-6-lx-5dr-auto-hatch?referringPage=SearchResults
Mazda,Axela,2006,No,$400,"164,980",2.0," Front Damage, Impact Medium - Front, Selling De-Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006840771/2006-mazda-axela-sedan?referringPage=SearchResults
Toyota,Caldina,2006,No,$400,"196,300",1.0," Front Damage, Left Side Damage, Right Side Damage, Impact Medium - Left Side, Dismantled - Engine, Under Body Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006840777/2006-toyota-caldina-station-wagon?referringPage=SearchResults
Suzuki,Swift,2008,No,$400,,1.0," Front Damage, Impact Heavy - Front, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006840779/2008-suzuki-swift-hatch?referringPage=SearchResults
