Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Mazda,Demio,2010,No,$0,"119,916",0.0," Chassis Damage, Front Damage, Left Front Damage, Left Side Damage, Rear Damage, Right Front Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240001/2010-mazda-demio-hatch?referringPage=SearchResults
Jeep,Grand Cherokee,2014,No,$0,,0.0," Fire - Entire Vehicle, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240008/2014-jeep-grand-cherokee-srt8-6-4p4wd8a-sw5d-station-wagon?referringPage=SearchResults
Toyota,Wish,2006,Yes,$0,,0.0," Interior Damage, Left Side Damage, Right Side Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240012/2006-toyota-wish-station-wagon?referringPage=SearchResults
Mazda,Axela,2006,No,$0,,0.0," Front Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240034/2006-mazda-axela-hatch?referringPage=SearchResults
Nissan,Tiida,2006,No,$0,,0.0," Ignition Damage, Left Front Damage, Vandalised - Interior, Structural Damage, Stolen & Recovered, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240035/2006-nissan-tiida-hatch?referringPage=SearchResults
Volkswagen,Tiguan,2013,No,$0,"114,164",1.0," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240060/2013-volkswagen-tiguan-tsi110kw-1-4p6a-ha5-hatch?referringPage=SearchResults
Honda,fit,2006,No,$0,"171,073",1.0," Front Damage, Left Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240066/2006-honda-fit-hatch?referringPage=SearchResults
Lexus,CT200H,2016,Yes,"$5,000","113,981",1.0," Stolen & Recovered, Selling Registered","Automatic,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007230117/2016-lexus-ct200h-1-8ph-4wd-cvt-ha-4d-hatch?referringPage=SearchResults
Toyota,Spacio,2005,No,$0,"164,536",0.0," Front Damage, Structural Damage, Selling De-Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007220125/2005-toyota-spacio-g-edition-multi-purpose-vehicle?referringPage=SearchResults
Toyota,Corolla,2007,No,$0,"296,928",1.0," Left Side Damage, Structural Damage, Selling De-Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240127/2007-toyota-corolla-1-8p-gx-hatch-5-4a-hatch?referringPage=SearchResults
