Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Kia,Cerato,No,N/A,N/A,," Left Front Damage, Structural Damage, Suspension Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007410000/2020-kia-cerato-ex-2-0p-6at-hatch?referringPage=SearchResults
Toyota,Corolla,No,N/A,"102,969",," Front Damage, Ignition Damage, Rear Damage, Structural Damage, Stolen & Recovered, Selling De-Registered",N/A,5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007410037/2017-toyota-corolla-fielder-station-wagon?referringPage=SearchResults
Toyota,Wish,Yes,$600,"126,854",," Front Damage, Selling Registered",N/A,6,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007410040/2008-toyota-wish-station-wagon?referringPage=SearchResults
Subaru,Forester,No,$600,"256,123",," Has Key, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390040/2008-subaru-forester-station-wagon?referringPage=SearchResults
FACTORY BUILT,Viva,Yes,$15,"3,649",," Front Damage, Selling Registered","Automatic,",2,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390090/2023-factory-built-viva-city-master-motorcycle?referringPage=SearchResults
Mitsubishi,Outlander,No,N/A,N/A,," Right Side Damage, Airbags Deployed, Structural Damage, Selling De-Registered",N/A,7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400155/2024-mitsubishi-outlander-vrx-2-5p-4wd-cvt-station-wagon?referringPage=SearchResults
Triumph,Bonneville America,Yes,$0,"34,470",, Selling Registered,N/A,N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400157/2014-triumph-bonneville-america-lt-a3-mkx-motorcycle?referringPage=SearchResults
Kawasaki,ex,Yes,$650,"52,293",," Left Side Damage, Right Side Damage, Selling Registered","Manual,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400182/2020-kawasaki-ex-400glf-motorcycle?referringPage=SearchResults
Mitsubishi,Outlander,No,$200,"212,874",," Chassis Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400191/2006-mitsubishi-outlander-station-wagon?referringPage=SearchResults
Toyota,Echo,No,$500,"162,245",," Front Damage, Structural Damage, Selling De-Registered","4spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400232/2004-toyota-echo-1-3p-hatch5-4a-hatch?referringPage=SearchResults
Toyota,Aqua,No,$400,N/A,," Front Damage, Ignition Damage, Structural Damage, Stolen & Recovered, Selling De-Registered",N/A,5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007400234/2012-toyota-aqua-hatch?referringPage=SearchResults
Ford,Ranger,No,N/A,"42,384",," Front Damage, Left Side Damage, Rear Damage, Airbags Deployed, Underbody Damage, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007400243/2024-ford-ranger-wildtrak-2-0d-4wd-dual-cab-utility?referringPage=SearchResults
Kia,Sportage,No,N/A,N/A,," Left Front Damage, Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400248/2017-kia-sportage-urban-ex-2-0p-6at-s-station-wagon?referringPage=SearchResults
Mitsubishi,Delica,Yes,$400,"233,603",," Dismantled - Engine, Selling Registered","Automatic,",8,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380244/2007-mitsubishi-delica-station-wagon?referringPage=SearchResults
Mitsubishi,Triton,No,N/A,"95,268",," Front Damage, Left Side Damage, Structural Damage, Selling De-Registered","6spd Manual,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007410310/2015-mitsubishi-triton-d-cab-glxr-2-4d-6mt-dual-cab-utility?referringPage=SearchResults
Nissan,Leaf,No,N/A,"106,312",," Airbags Deployed, Left Rear Damage, Left Side Damage, Airbags Deployed, Underbody Damage, Structural Damage, Suspension Damage, Selling De-Registered","Automatic, Drive Type, Front Wheel Drive, Fuel Type, Electri",5,Electric,https://manheim.co.nz/damaged-vehicles/000000000007410319/2018-nissan-leaf-zero-emission-hatch?referringPage=SearchResults
FORZA,Ciclone,No,$15,"6,099",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400326/2022-forza-ciclone-scooter?referringPage=SearchResults
Toyota,Hiace,No,N/A,N/A,," Front Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",3,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400349/2012-toyota-hiace-panel-van?referringPage=SearchResults
Ford,Falcon,No,"$1,300","193,088",," Front Damage, Dismantled - Engine, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400369/2011-ford-falcon-fg-xr6-sedan-a-sedan?referringPage=SearchResults
Nissan,Lafesta,No,$500,N/A,," Front Damage, Left Rear Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007370387/2007-nissan-lafesta-station-wagon?referringPage=SearchResults
Toyota,Corolla,Yes,$700,"73,395",," Ignition Damage, Right Front Damage, Right Rear Damage, Right Side Damage, Vandalised - Interior, Stolen & Recovered, Suspension Damage, Under Body Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380425/2013-toyota-corolla-fielder-station-wagon?referringPage=SearchResults
Volkswagen,Transporter,No,N/A,"16,724",," Left Rear Damage, Left Side Damage, Roof Damage, Right Front Damage, Right Side Damage, Structural Damage, Vandalized Glass Broken, Selling De-Registered","Automatic, Fuel Type, Electri",3,Electric,https://manheim.co.nz/damaged-vehicles/000000000007400467/2021-volkswagen-transporter-panel-van?referringPage=SearchResults
Suzuki,UZ,Yes,$15,"7,794",," Ignition Damage, Selling Registered","Automatic,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400470/2014-suzuki-uz-50d-scooter?referringPage=SearchResults
BMW,X3,No,"$1,400","112,678",," Right Front Damage, Right Side Damage, Structural Damage, Selling De-Registered",N/A,5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007410484/2015-bmw-x3-xdrive20d-touring?referringPage=SearchResults
Indian,Chief,No,"$1,450",N/A,," Structural Damage, Selling De-Registered",N/A,N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380487/2025-indian-chief-darkhorse-motorcycle?referringPage=SearchResults
Holden,Captiva,No,$750,"190,454",," Right Rear Damage, Right Side Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007390491/2014-holden-captiva-ltz-2-2d-4wd-6at-sw-station-wagon?referringPage=SearchResults
Holden,Captiva,No,$600,N/A,," Left Rear Damage, Dismantled - Engine, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390495/2008-holden-captiva-lx-3-2l-v6-auto-station-wagon?referringPage=SearchResults
Kia,RIO,No,"$1,300","37,909",," Front Damage, Structural Damage, Selling De-Registered","4spd,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400491/2022-kia-rio-gt-line-1-0pt-hatch?referringPage=SearchResults
Nissan,Pulsar,No,$600,N/A,," Fire Damage, Fire - Entire Vehicle, Structural Damage, Water Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400498/2013-nissan-pulsar-st-hatch?referringPage=SearchResults
Toyota,Hilux,No,N/A,"187,306",," Front Damage, Left Rear Damage, Left Side Damage, Roof Damage, Rolled, Right Side Damage, Structural Damage, Selling De-Registered","Manual,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007400517/2012-toyota-hilux-2wd-3-0td-dc-ute-5m-dual-cab-utility?referringPage=SearchResults
Holden,Cruze,No,$500,"137,707",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400519/2016-holden-cruze-cd-1-8p-6at-sw-5dr--station-wagon?referringPage=SearchResults
Mitsubishi,Colt,Yes,$300,"174,939",," Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007410531/2008-mitsubishi-colt-hatch?referringPage=SearchResults
Ford,Territory,No,$850,N/A,," Left Front Damage, Left Rear Damage, Left Side Damage, Right Rear Damage, Airbags Deployed, Selling De-Registered","Tiptronic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390530/2009-ford-territory-territory-ghia-awd-station-wagon?referringPage=SearchResults
