Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Toyota,Allex,2003,No,$0,,1.0," Front Damage, Left Rear Damage, Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007180003/2003-toyota-allex-hatch?referringPage=SearchResults
Nissan,X-trail,2015,Yes,,,," Not Driveable, No Keys, Vandalised - Entire Vehicle, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007190015/2015-nissan-x-trail-station-wagon?referringPage=SearchResults
Mercedes-Benz,A180,2013,Yes,,"59,094",," Drives, Has Key, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007190077/2013-mercedes-benz-a180-5d-hatch?referringPage=SearchResults
Nissan,Skyline,2007,Yes,$0,,," Not Driveable, No Keys, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007190133/2007-nissan-skyline-250gt-sedan?referringPage=SearchResults
Nissan,Note,2016,Yes,,"150,977",," Drives, Has Key, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007190135/2016-nissan-note-5d-hatch?referringPage=SearchResults
Holden,Commodore,2016,No,$0,,1.0," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007210153/2016-holden-commodore-vf-sv6-3-6p-6at-sw--station-wagon?referringPage=SearchResults
Lexus,IS350,2007,No,$0,"239,538",1.0," Chassis Damage, Front Damage, Left Front Damage, Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007210162/2007-lexus-is350-sedan?referringPage=SearchResults
Nissan,Leaf,2014,No,$0,"76,317",1.0," Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic, Drive Type, Front Wheel Drive, Fuel Type, Electri",5.0,Electric,https://manheim.co.nz/damaged-vehicles/000000000007210164/2014-nissan-leaf-hatch?referringPage=SearchResults
Toyota,Hilux,2002,No,$0,"356,461",1.0," Front Damage, Structural Damage, Selling De-Registered","Automatic,",4.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007210174/2002-toyota-hilux-2-7p-2wd-x-c-ute-5m-dual-cab-chassis?referringPage=SearchResults
Mazda,Axela,2011,No,$0,,1.0," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007210231/2011-mazda-axela-4wd-sedan?referringPage=SearchResults
Toyota,Hilux,2018,No,,"344,709",2.0," Glass Broken, Left Side Damage, Roof Damage, Right Front Damage, Right Side Damage, Structural Damage, Suspension Damage, Selling De-Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007210253/2018-toyota-hilux-sr5-td-dc-2-8d-4wd--dual-cab-utility?referringPage=SearchResults
Toyota,Yaris,2013,No,$0,,1.0," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007210271/2013-toyota-yaris-yr-1-3p-hatch5-4a-hatch?referringPage=SearchResults
Nissan,Dualis,2008,Yes,$0,"158,055",1.0," Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007210279/2008-nissan-dualis-station-wagon?referringPage=SearchResults
Audi,Q7,2010,Yes,,"143,900",," Drives, Has Key, Selling Registered","Automatic,",7.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007190292/2010-audi-q7-se-tdi-quattro-auto-5d-station-wagon?referringPage=SearchResults
Toyota,Corolla,2008,No,$0,"277,686",1.0," Left Front Damage, Right Front Damage, Structural Damage, Suspension Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007210331/2008-toyota-corolla-1-8p-gx-hatch-5-4a-hatch?referringPage=SearchResults
Holden,Epica,2011,No,$0,,1.0," Left Side Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007210332/2011-holden-epica-cdx-2-5l-sedan-at-sedan?referringPage=SearchResults
Nissan,Dualis,2008,Yes,,"162,591",," Drives, Has Key, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007190343/2008-nissan-dualis-5d-station-wagon?referringPage=SearchResults
Mazda,Axela,2016,Yes,,"175,613",," Drives, Has Key, Selling Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007190346/2016-mazda-axela-5d-hatch?referringPage=SearchResults
